ROW_ID,LOCATION,GENDER,CAUSE_OF_DEATH,YEAR,NR_DEATH,AGE_STD_MORTALITY_RATE
602,"Newfoundland and Labrador, place of residence",Males,Sepsis  [A40-A41],2019,15,5.8
603,"Newfoundland and Labrador, place of residence",Males,Sepsis  [A40-A41],2020,23,7.2
604,"Newfoundland and Labrador, place of residence",Males,Sepsis  [A40-A41],2021,31,10
605,"Newfoundland and Labrador, place of residence",Males,Sepsis  [A40-A41],2022,18,6.2
606,"Newfoundland and Labrador, place of residence",Males,Syphilis  [A50-A53],2018,0,0
607,"Newfoundland and Labrador, place of residence",Males,Syphilis  [A50-A53],2019,0,0
608,"Newfoundland and Labrador, place of residence",Males,Syphilis  [A50-A53],2020,0,0
609,"Newfoundland and Labrador, place of residence",Males,Syphilis  [A50-A53],2021,0,0
610,"Newfoundland and Labrador, place of residence",Males,Syphilis  [A50-A53],2022,0,0
611,"Newfoundland and Labrador, place of residence",Males,Acute poliomyelitis  [A80],2018,0,0
612,"Newfoundland and Labrador, place of residence",Males,Acute poliomyelitis  [A80],2019,0,0
613,"Newfoundland and Labrador, place of residence",Males,Acute poliomyelitis  [A80],2020,0,0
614,"Newfoundland and Labrador, place of residence",Males,Acute poliomyelitis  [A80],2021,0,0
615,"Newfoundland and Labrador, place of residence",Males,Acute poliomyelitis  [A80],2022,0,0
616,"Newfoundland and Labrador, place of residence",Males,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2018,0,0
617,"Newfoundland and Labrador, place of residence",Males,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2019,0,0
618,"Newfoundland and Labrador, place of residence",Males,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2020,0,0
619,"Newfoundland and Labrador, place of residence",Males,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2021,0,0
620,"Newfoundland and Labrador, place of residence",Males,"Arthropod-borne viral encephalitis  [A83-A84, A85.2]",2022,0,0
621,"Newfoundland and Labrador, place of residence",Males,Measles  [B05],2018,0,0
622,"Newfoundland and Labrador, place of residence",Males,Measles  [B05],2019,0,0
623,"Newfoundland and Labrador, place of residence",Males,Measles  [B05],2020,0,0
624,"Newfoundland and Labrador, place of residence",Males,Measles  [B05],2021,0,0
625,"Newfoundland and Labrador, place of residence",Males,Measles  [B05],2022,0,0
626,"Newfoundland and Labrador, place of residence",Males,Viral hepatitis  [B15-B19],2018,1,0.4
627,"Newfoundland and Labrador, place of residence",Males,Viral hepatitis  [B15-B19],2019,1,0.2
628,"Newfoundland and Labrador, place of residence",Males,Viral hepatitis  [B15-B19],2020,1,0.2
629,"Newfoundland and Labrador, place of residence",Males,Viral hepatitis  [B15-B19],2021,3,1.2
630,"Newfoundland and Labrador, place of residence",Males,Viral hepatitis  [B15-B19],2022,2,0.8
631,"Newfoundland and Labrador, place of residence",Males,Human immunodeficiency virus [HIV] disease  [B20-B24],2018,0,0
632,"Newfoundland and Labrador, place of residence",Males,Human immunodeficiency virus [HIV] disease  [B20-B24],2019,2,0.7
633,"Newfoundland and Labrador, place of residence",Males,Human immunodeficiency virus [HIV] disease  [B20-B24],2020,0,0
634,"Newfoundland and Labrador, place of residence",Males,Human immunodeficiency virus [HIV] disease  [B20-B24],2021,2,0.7
635,"Newfoundland and Labrador, place of residence",Males,Human immunodeficiency virus [HIV] disease  [B20-B24],2022,1,0.4
636,"Newfoundland and Labrador, place of residence",Males,Malaria  [B50-B54],2018,0,0
637,"Newfoundland and Labrador, place of residence",Males,Malaria  [B50-B54],2019,0,0
638,"Newfoundland and Labrador, place of residence",Males,Malaria  [B50-B54],2020,0,0
639,"Newfoundland and Labrador, place of residence",Males,Malaria  [B50-B54],2021,0,0
640,"Newfoundland and Labrador, place of residence",Males,Malaria  [B50-B54],2022,0,0
641,"Newfoundland and Labrador, place of residence",Males,Other and unspecified infectious and parasitic diseases and their sequelae 25,2018,5,2
642,"Newfoundland and Labrador, place of residence",Males,Other and unspecified infectious and parasitic diseases and their sequelae 25,2019,3,0.9
643,"Newfoundland and Labrador, place of residence",Males,Other and unspecified infectious and parasitic diseases and their sequelae 25,2020,11,3.7
644,"Newfoundland and Labrador, place of residence",Males,Other and unspecified infectious and parasitic diseases and their sequelae 25,2021,10,3.3
645,"Newfoundland and Labrador, place of residence",Males,Other and unspecified infectious and parasitic diseases and their sequelae 25,2022,8,3.1
646,"Newfoundland and Labrador, place of residence",Males,Malignant neoplasms  [C00-C97],2018,778,258.7
647,"Newfoundland and Labrador, place of residence",Males,Malignant neoplasms  [C00-C97],2019,849,274.6
648,"Newfoundland and Labrador, place of residence",Males,Malignant neoplasms  [C00-C97],2020,875,270.5
649,"Newfoundland and Labrador, place of residence",Males,Malignant neoplasms  [C00-C97],2021,920,279.4
650,"Newfoundland and Labrador, place of residence",Males,Malignant neoplasms  [C00-C97],2022,784,227.5
651,"Newfoundland and Labrador, place of residence",Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2018,23,7.8
652,"Newfoundland and Labrador, place of residence",Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2019,14,5
653,"Newfoundland and Labrador, place of residence",Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2020,14,5.1
654,"Newfoundland and Labrador, place of residence",Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2021,19,5.7
655,"Newfoundland and Labrador, place of residence",Males,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour  [D00-D48]",2022,23,6.9
656,"Newfoundland and Labrador, place of residence",Males,Anaemias  [D50-D64],2018,3,1.3
657,"Newfoundland and Labrador, place of residence",Males,Anaemias  [D50-D64],2019,7,2.7
658,"Newfoundland and Labrador, place of residence",Males,Anaemias  [D50-D64],2020,4,1.5
659,"Newfoundland and Labrador, place of residence",Males,Anaemias  [D50-D64],2021,1,0.2
660,"Newfoundland and Labrador, place of residence",Males,Anaemias  [D50-D64],2022,5,1.7
661,"Newfoundland and Labrador, place of residence",Males,Diabetes mellitus  [E10-E14],2018,99,34.4
662,"Newfoundland and Labrador, place of residence",Males,Diabetes mellitus  [E10-E14],2019,114,38.3
663,"Newfoundland and Labrador, place of residence",Males,Diabetes mellitus  [E10-E14],2020,150,51.3
664,"Newfoundland and Labrador, place of residence",Males,Diabetes mellitus  [E10-E14],2021,127,41.6
665,"Newfoundland and Labrador, place of residence",Males,Diabetes mellitus  [E10-E14],2022,124,38.2
666,"Newfoundland and Labrador, place of residence",Males,Nutritional deficiencies  [E40-E64],2018,2,0.5
667,"Newfoundland and Labrador, place of residence",Males,Nutritional deficiencies  [E40-E64],2019,1,0.3
668,"Newfoundland and Labrador, place of residence",Males,Nutritional deficiencies  [E40-E64],2020,1,0.2
669,"Newfoundland and Labrador, place of residence",Males,Nutritional deficiencies  [E40-E64],2021,2,0.8
670,"Newfoundland and Labrador, place of residence",Males,Nutritional deficiencies  [E40-E64],2022,0,0
671,"Newfoundland and Labrador, place of residence",Males,"Dementia  [F010-F019, F03]",2018,140,58.9
672,"Newfoundland and Labrador, place of residence",Males,"Dementia  [F010-F019, F03]",2019,180,74.4
673,"Newfoundland and Labrador, place of residence",Males,"Dementia  [F010-F019, F03]",2020,145,55.5
674,"Newfoundland and Labrador, place of residence",Males,"Dementia  [F010-F019, F03]",2021,176,67.2
675,"Newfoundland and Labrador, place of residence",Males,"Dementia  [F010-F019, F03]",2022,157,54.9
676,"Newfoundland and Labrador, place of residence",Males,"Meningitis  [G00, G03]",2018,0,0
677,"Newfoundland and Labrador, place of residence",Males,"Meningitis  [G00, G03]",2019,0,0
678,"Newfoundland and Labrador, place of residence",Males,"Meningitis  [G00, G03]",2020,1,0.3
679,"Newfoundland and Labrador, place of residence",Males,"Meningitis  [G00, G03]",2021,1,0.4
680,"Newfoundland and Labrador, place of residence",Males,"Meningitis  [G00, G03]",2022,2,0.7
681,"Newfoundland and Labrador, place of residence",Males,Parkinson's disease  [G20-G21],2018,27,9.4
682,"Newfoundland and Labrador, place of residence",Males,Parkinson's disease  [G20-G21],2019,35,11.4
683,"Newfoundland and Labrador, place of residence",Males,Parkinson's disease  [G20-G21],2020,39,13.1
684,"Newfoundland and Labrador, place of residence",Males,Parkinson's disease  [G20-G21],2021,29,9.1
685,"Newfoundland and Labrador, place of residence",Males,Parkinson's disease  [G20-G21],2022,38,11.9
686,"Newfoundland and Labrador, place of residence",Males,Alzheimer's disease  [G30],2018,24,9.7
687,"Newfoundland and Labrador, place of residence",Males,Alzheimer's disease  [G30],2019,14,5.3
688,"Newfoundland and Labrador, place of residence",Males,Alzheimer's disease  [G30],2020,16,5.7
689,"Newfoundland and Labrador, place of residence",Males,Alzheimer's disease  [G30],2021,12,3.9
690,"Newfoundland and Labrador, place of residence",Males,Alzheimer's disease  [G30],2022,25,8
691,"Newfoundland and Labrador, place of residence",Males,Major cardiovascular diseases  [I00-I78],2018,759,275.9
692,"Newfoundland and Labrador, place of residence",Males,Major cardiovascular diseases  [I00-I78],2019,754,264.2
693,"Newfoundland and Labrador, place of residence",Males,Major cardiovascular diseases  [I00-I78],2020,783,273.3
694,"Newfoundland and Labrador, place of residence",Males,Major cardiovascular diseases  [I00-I78],2021,798,260
695,"Newfoundland and Labrador, place of residence",Males,Major cardiovascular diseases  [I00-I78],2022,722,223.2
696,"Newfoundland and Labrador, place of residence",Males,Other disorders of circulatory system  [I80-I99],2018,1,0.2
697,"Newfoundland and Labrador, place of residence",Males,Other disorders of circulatory system  [I80-I99],2019,2,0.7
698,"Newfoundland and Labrador, place of residence",Males,Other disorders of circulatory system  [I80-I99],2020,0,0
699,"Newfoundland and Labrador, place of residence",Males,Other disorders of circulatory system  [I80-I99],2021,5,1.4
700,"Newfoundland and Labrador, place of residence",Males,Other disorders of circulatory system  [I80-I99],2022,2,0.6
701,"Newfoundland and Labrador, place of residence",Males,Influenza and pneumonia  [J09-J18],2018,70,31.3
702,"Newfoundland and Labrador, place of residence",Males,Influenza and pneumonia  [J09-J18],2019,70,28
703,"Newfoundland and Labrador, place of residence",Males,Influenza and pneumonia  [J09-J18],2020,33,12.1
704,"Newfoundland and Labrador, place of residence",Males,Influenza and pneumonia  [J09-J18],2021,29,11.5
705,"Newfoundland and Labrador, place of residence",Males,Influenza and pneumonia  [J09-J18],2022,35,11.9
706,"Newfoundland and Labrador, place of residence",Males,Other acute lower respiratory infections  [J20-J22],2018,2,0.9
707,"Newfoundland and Labrador, place of residence",Males,Other acute lower respiratory infections  [J20-J22],2019,2,0.4
708,"Newfoundland and Labrador, place of residence",Males,Other acute lower respiratory infections  [J20-J22],2020,0,0
709,"Newfoundland and Labrador, place of residence",Males,Other acute lower respiratory infections  [J20-J22],2021,1,0.4
710,"Newfoundland and Labrador, place of residence",Males,Other acute lower respiratory infections  [J20-J22],2022,1,0.3
711,"Newfoundland and Labrador, place of residence",Males,Chronic lower respiratory diseases  [J40-J47],2018,146,51.7
712,"Newfoundland and Labrador, place of residence",Males,Chronic lower respiratory diseases  [J40-J47],2019,164,58.6
713,"Newfoundland and Labrador, place of residence",Males,Chronic lower respiratory diseases  [J40-J47],2020,132,44.3
714,"Newfoundland and Labrador, place of residence",Males,Chronic lower respiratory diseases  [J40-J47],2021,113,35.3
715,"Newfoundland and Labrador, place of residence",Males,Chronic lower respiratory diseases  [J40-J47],2022,143,44.5
716,"Newfoundland and Labrador, place of residence",Males,"Pneumoconioses and chemical effects  [J60-J66, J68]",2018,0,0
717,"Newfoundland and Labrador, place of residence",Males,"Pneumoconioses and chemical effects  [J60-J66, J68]",2019,2,1
718,"Newfoundland and Labrador, place of residence",Males,"Pneumoconioses and chemical effects  [J60-J66, J68]",2020,1,0.4
719,"Newfoundland and Labrador, place of residence",Males,"Pneumoconioses and chemical effects  [J60-J66, J68]",2021,0,0
720,"Newfoundland and Labrador, place of residence",Males,"Pneumoconioses and chemical effects  [J60-J66, J68]",2022,0,0
721,"Newfoundland and Labrador, place of residence",Males,Pneumonitis due to solids and liquids  [J69],2018,16,7.1
722,"Newfoundland and Labrador, place of residence",Males,Pneumonitis due to solids and liquids  [J69],2019,7,2.9
723,"Newfoundland and Labrador, place of residence",Males,Pneumonitis due to solids and liquids  [J69],2020,15,6.2
724,"Newfoundland and Labrador, place of residence",Males,Pneumonitis due to solids and liquids  [J69],2021,16,5.5
725,"Newfoundland and Labrador, place of residence",Males,Pneumonitis due to solids and liquids  [J69],2022,18,6.7
726,"Newfoundland and Labrador, place of residence",Males,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2018,47,16.3
727,"Newfoundland and Labrador, place of residence",Males,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2019,43,13.5
728,"Newfoundland and Labrador, place of residence",Males,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2020,24,8.4
729,"Newfoundland and Labrador, place of residence",Males,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2021,38,12
730,"Newfoundland and Labrador, place of residence",Males,"Other diseases of respiratory system  [J00-J06, J30-J39, J67, J70-J98]",2022,45,13.4
731,"Newfoundland and Labrador, place of residence",Males,Peptic ulcer  [K25-K28],2018,0,0
732,"Newfoundland and Labrador, place of residence",Males,Peptic ulcer  [K25-K28],2019,3,0.9
733,"Newfoundland and Labrador, place of residence",Males,Peptic ulcer  [K25-K28],2020,1,0.3
734,"Newfoundland and Labrador, place of residence",Males,Peptic ulcer  [K25-K28],2021,1,0.2
735,"Newfoundland and Labrador, place of residence",Males,Peptic ulcer  [K25-K28],2022,6,2.2
736,"Newfoundland and Labrador, place of residence",Males,Diseases of appendix  [K35-K38],2018,1,0.6
737,"Newfoundland and Labrador, place of residence",Males,Diseases of appendix  [K35-K38],2019,0,0
738,"Newfoundland and Labrador, place of residence",Males,Diseases of appendix  [K35-K38],2020,0,0
739,"Newfoundland and Labrador, place of residence",Males,Diseases of appendix  [K35-K38],2021,0,0
740,"Newfoundland and Labrador, place of residence",Males,Diseases of appendix  [K35-K38],2022,0,0
741,"Newfoundland and Labrador, place of residence",Males,Hernia  [K40-K46],2018,4,1.4
742,"Newfoundland and Labrador, place of residence",Males,Hernia  [K40-K46],2019,3,1.2
743,"Newfoundland and Labrador, place of residence",Males,Hernia  [K40-K46],2020,3,1
744,"Newfoundland and Labrador, place of residence",Males,Hernia  [K40-K46],2021,2,0.5
745,"Newfoundland and Labrador, place of residence",Males,Hernia  [K40-K46],2022,5,2
746,"Newfoundland and Labrador, place of residence",Males,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2018,34,10.7
747,"Newfoundland and Labrador, place of residence",Males,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2019,48,16.1
748,"Newfoundland and Labrador, place of residence",Males,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2020,56,17.6
749,"Newfoundland and Labrador, place of residence",Males,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2021,57,17.1
750,"Newfoundland and Labrador, place of residence",Males,"Chronic liver disease and cirrhosis  [K70, K73-K74]",2022,51,14.6
751,"Newfoundland and Labrador, place of residence",Males,Cholelithiasis and other disorders of gallbladder  [K80-K82],2018,4,1.7
752,"Newfoundland and Labrador, place of residence",Males,Cholelithiasis and other disorders of gallbladder  [K80-K82],2019,6,2.2
753,"Newfoundland and Labrador, place of residence",Males,Cholelithiasis and other disorders of gallbladder  [K80-K82],2020,4,1
754,"Newfoundland and Labrador, place of residence",Males,Cholelithiasis and other disorders of gallbladder  [K80-K82],2021,6,2.1
755,"Newfoundland and Labrador, place of residence",Males,Cholelithiasis and other disorders of gallbladder  [K80-K82],2022,9,2.7
756,"Newfoundland and Labrador, place of residence",Males,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2018,47,18.2
757,"Newfoundland and Labrador, place of residence",Males,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2019,44,16.9
758,"Newfoundland and Labrador, place of residence",Males,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2020,59,20
759,"Newfoundland and Labrador, place of residence",Males,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2021,64,21.5
760,"Newfoundland and Labrador, place of residence",Males,"Nephritis, nephrotic syndrome and nephrosis  [N00-N07, N17-N19, N25-N27]",2022,56,17.8
761,"Newfoundland and Labrador, place of residence",Males,"Infections of kidney  [N10-N12, N13.6, N15.1]",2018,0,0
762,"Newfoundland and Labrador, place of residence",Males,"Infections of kidney  [N10-N12, N13.6, N15.1]",2019,2,0.5
763,"Newfoundland and Labrador, place of residence",Males,"Infections of kidney  [N10-N12, N13.6, N15.1]",2020,1,0.4
764,"Newfoundland and Labrador, place of residence",Males,"Infections of kidney  [N10-N12, N13.6, N15.1]",2021,0,0
765,"Newfoundland and Labrador, place of residence",Males,"Infections of kidney  [N10-N12, N13.6, N15.1]",2022,1,0.3
766,"Newfoundland and Labrador, place of residence",Males,Hyperplasia of prostate  [N40],2018,2,1.3
767,"Newfoundland and Labrador, place of residence",Males,Hyperplasia of prostate  [N40],2019,1,0.6
768,"Newfoundland and Labrador, place of residence",Males,Hyperplasia of prostate  [N40],2020,4,1.7
769,"Newfoundland and Labrador, place of residence",Males,Hyperplasia of prostate  [N40],2021,1,0.3
770,"Newfoundland and Labrador, place of residence",Males,Hyperplasia of prostate  [N40],2022,2,0.8
771,"Newfoundland and Labrador, place of residence",Males,Inflammatory diseases of female pelvic organs  [N70-N76],2018,...,...
772,"Newfoundland and Labrador, place of residence",Males,Inflammatory diseases of female pelvic organs  [N70-N76],2019,...,...
773,"Newfoundland and Labrador, place of residence",Males,Inflammatory diseases of female pelvic organs  [N70-N76],2020,...,...
774,"Newfoundland and Labrador, place of residence",Males,Inflammatory diseases of female pelvic organs  [N70-N76],2021,...,...
775,"Newfoundland and Labrador, place of residence",Males,Inflammatory diseases of female pelvic organs  [N70-N76],2022,...,...
776,"Newfoundland and Labrador, place of residence",Males,"Pregnancy, childbirth and the puerperium  [O00-O99]",2018,...,...
777,"Newfoundland and Labrador, place of residence",Males,"Pregnancy, childbirth and the puerperium  [O00-O99]",2019,...,...
778,"Newfoundland and Labrador, place of residence",Males,"Pregnancy, childbirth and the puerperium  [O00-O99]",2020,...,...
779,"Newfoundland and Labrador, place of residence",Males,"Pregnancy, childbirth and the puerperium  [O00-O99]",2021,...,...
780,"Newfoundland and Labrador, place of residence",Males,"Pregnancy, childbirth and the puerperium  [O00-O99]",2022,...,...
781,"Newfoundland and Labrador, place of residence",Males,Certain conditions originating in the perinatal period  [P00-P96],2018,13,7
782,"Newfoundland and Labrador, place of residence",Males,Certain conditions originating in the perinatal period  [P00-P96],2019,9,5
783,"Newfoundland and Labrador, place of residence",Males,Certain conditions originating in the perinatal period  [P00-P96],2020,8,4.6
784,"Newfoundland and Labrador, place of residence",Males,Certain conditions originating in the perinatal period  [P00-P96],2021,8,4.6
785,"Newfoundland and Labrador, place of residence",Males,Certain conditions originating in the perinatal period  [P00-P96],2022,3,1.7
786,"Newfoundland and Labrador, place of residence",Males,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2018,15,5.8
787,"Newfoundland and Labrador, place of residence",Males,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2019,10,3.9
788,"Newfoundland and Labrador, place of residence",Males,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2020,12,4.6
789,"Newfoundland and Labrador, place of residence",Males,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2021,8,3.1
790,"Newfoundland and Labrador, place of residence",Males,"Congenital malformations, deformations and chromosomal abnormalities  [Q00-Q99]",2022,15,5.2
791,"Newfoundland and Labrador, place of residence",Males,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2018,47,20.5
792,"Newfoundland and Labrador, place of residence",Males,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2019,58,22.7
793,"Newfoundland and Labrador, place of residence",Males,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2020,56,21
794,"Newfoundland and Labrador, place of residence",Males,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2021,86,34.4
795,"Newfoundland and Labrador, place of residence",Males,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified  [R00-R99]",2022,523,171.8
796,"Newfoundland and Labrador, place of residence",Males,"COVID-19  [U07.1, U07.2, U10.9]",2018,..,..
797,"Newfoundland and Labrador, place of residence",Males,"COVID-19  [U07.1, U07.2, U10.9]",2019,..,..
798,"Newfoundland and Labrador, place of residence",Males,"COVID-19  [U07.1, U07.2, U10.9]",2020,3,0.7
799,"Newfoundland and Labrador, place of residence",Males,"COVID-19  [U07.1, U07.2, U10.9]",2021,11,3.3
800,"Newfoundland and Labrador, place of residence",Males,"COVID-19  [U07.1, U07.2, U10.9]",2022,162,57
801,"Newfoundland and Labrador, place of residence",Males,All other diseases (residual) 26,2018,183,65.5
802,"Newfoundland and Labrador, place of residence",Males,All other diseases (residual) 26,2019,186,63.8
803,"Newfoundland and Labrador, place of residence",Males,All other diseases (residual) 26,2020,203,70.7
804,"Newfoundland and Labrador, place of residence",Males,All other diseases (residual) 26,2021,261,85.3
805,"Newfoundland and Labrador, place of residence",Males,All other diseases (residual) 26,2022,215,64.4
806,"Newfoundland and Labrador, place of residence",Males,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2018,101,39.2
807,"Newfoundland and Labrador, place of residence",Males,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2019,95,34.1
808,"Newfoundland and Labrador, place of residence",Males,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2020,126,50.3
809,"Newfoundland and Labrador, place of residence",Males,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2021,135,49.1
810,"Newfoundland and Labrador, place of residence",Males,"Accidents (unintentional injuries)  [V01-X59, Y85-Y86]",2022,113,42.7
811,"Newfoundland and Labrador, place of residence",Males,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2018,60,23.5
812,"Newfoundland and Labrador, place of residence",Males,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2019,44,18.1
813,"Newfoundland and Labrador, place of residence",Males,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2020,46,17.3
814,"Newfoundland and Labrador, place of residence",Males,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2021,61,23.2
815,"Newfoundland and Labrador, place of residence",Males,"Intentional self-harm (suicide)  [X60-X84, Y87.0]",2022,54,18.7
816,"Newfoundland and Labrador, place of residence",Males,"Assault (homicide)  [X85-Y09, Y87.1]",2018,3,1.3
817,"Newfoundland and Labrador, place of residence",Males,"Assault (homicide)  [X85-Y09, Y87.1]",2019,3,1.4
818,"Newfoundland and Labrador, place of residence",Males,"Assault (homicide)  [X85-Y09, Y87.1]",2020,4,1.8
819,"Newfoundland and Labrador, place of residence",Males,"Assault (homicide)  [X85-Y09, Y87.1]",2021,4,1.9
820,"Newfoundland and Labrador, place of residence",Males,"Assault (homicide)  [X85-Y09, Y87.1]",2022,2,0.7
821,"Newfoundland and Labrador, place of residence",Males,"Legal intervention  [Y35, Y89.0]",2018,0,0
822,"Newfoundland and Labrador, place of residence",Males,"Legal intervention  [Y35, Y89.0]",2019,0,0
823,"Newfoundland and Labrador, place of residence",Males,"Legal intervention  [Y35, Y89.0]",2020,0,0
824,"Newfoundland and Labrador, place of residence",Males,"Legal intervention  [Y35, Y89.0]",2021,0,0
825,"Newfoundland and Labrador, place of residence",Males,"Legal intervention  [Y35, Y89.0]",2022,0,0
826,"Newfoundland and Labrador, place of residence",Males,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2018,5,1.6
827,"Newfoundland and Labrador, place of residence",Males,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2019,3,1
828,"Newfoundland and Labrador, place of residence",Males,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2020,6,2.7
829,"Newfoundland and Labrador, place of residence",Males,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2021,2,0.7
830,"Newfoundland and Labrador, place of residence",Males,"Events of undetermined intent  [Y10-Y34, Y87.2, Y89.9]",2022,4,1.9
831,"Newfoundland and Labrador, place of residence",Males,"Operations of war and their sequelae  [Y36, Y89.1]",2018,0,0
832,"Newfoundland and Labrador, place of residence",Males,"Operations of war and their sequelae  [Y36, Y89.1]",2019,0,0
833,"Newfoundland and Labrador, place of residence",Males,"Operations of war and their sequelae  [Y36, Y89.1]",2020,0,0
834,"Newfoundland and Labrador, place of residence",Males,"Operations of war and their sequelae  [Y36, Y89.1]",2021,0,0
835,"Newfoundland and Labrador, place of residence",Males,"Operations of war and their sequelae  [Y36, Y89.1]",2022,0,0
836,"Newfoundland and Labrador, place of residence",Males,"Complications of medical and surgical care  [Y40-Y84, Y88]",2018,2,0.8
837,"Newfoundland and Labrador, place of residence",Males,"Complications of medical and surgical care  [Y40-Y84, Y88]",2019,2,0.5
838,"Newfoundland and Labrador, place of residence",Males,"Complications of medical and surgical care  [Y40-Y84, Y88]",2020,2,0.8
839,"Newfoundland and Labrador, place of residence",Males,"Complications of medical and surgical care  [Y40-Y84, Y88]",2021,7,2.6
840,"Newfoundland and Labrador, place of residence",Males,"Complications of medical and surgical care  [Y40-Y84, Y88]",2022,3,0.7
841,"Newfoundland and Labrador, place of residence",Females,"Total, all causes of death  [A00-Y89]",2018,"2,549",737.3
842,"Newfoundland and Labrador, place of residence",Females,"Total, all causes of death  [A00-Y89]",2019,"2,467",695.9
843,"Newfoundland and Labrador, place of residence",Females,"Total, all causes of death  [A00-Y89]",2020,"2,576",709.8
844,"Newfoundland and Labrador, place of residence",Females,"Total, all causes of death  [A00-Y89]",2021,"2,810",750.2
845,"Newfoundland and Labrador, place of residence",Females,"Total, all causes of death  [A00-Y89]",2022,"3,026",795.6
846,"Newfoundland and Labrador, place of residence",Females,Salmonella infections  [A01-A02],2018,0,0
847,"Newfoundland and Labrador, place of residence",Females,Salmonella infections  [A01-A02],2019,0,0
848,"Newfoundland and Labrador, place of residence",Females,Salmonella infections  [A01-A02],2020,0,0
849,"Newfoundland and Labrador, place of residence",Females,Salmonella infections  [A01-A02],2021,1,0.3
850,"Newfoundland and Labrador, place of residence",Females,Salmonella infections  [A01-A02],2022,0,0
851,"Newfoundland and Labrador, place of residence",Females,"Shigellosis and amoebiasis  [A03, A06]",2018,0,0
852,"Newfoundland and Labrador, place of residence",Females,"Shigellosis and amoebiasis  [A03, A06]",2019,0,0
853,"Newfoundland and Labrador, place of residence",Females,"Shigellosis and amoebiasis  [A03, A06]",2020,0,0
854,"Newfoundland and Labrador, place of residence",Females,"Shigellosis and amoebiasis  [A03, A06]",2021,0,0
855,"Newfoundland and Labrador, place of residence",Females,"Shigellosis and amoebiasis  [A03, A06]",2022,0,0
856,"Newfoundland and Labrador, place of residence",Females,"Certain other intestinal infections  [A04, A07-A09]",2018,7,1.9
857,"Newfoundland and Labrador, place of residence",Females,"Certain other intestinal infections  [A04, A07-A09]",2019,4,1.1
858,"Newfoundland and Labrador, place of residence",Females,"Certain other intestinal infections  [A04, A07-A09]",2020,3,0.9
859,"Newfoundland and Labrador, place of residence",Females,"Certain other intestinal infections  [A04, A07-A09]",2021,6,1.7
860,"Newfoundland and Labrador, place of residence",Females,"Certain other intestinal infections  [A04, A07-A09]",2022,4,0.9
861,"Newfoundland and Labrador, place of residence",Females,Tuberculosis  [A16-A19],2018,1,0.3
